Price,Adj Close,Close,High,Low,Open,Volume
Ticker,BTC-USD,BTC-USD,BTC-USD,BTC-USD,BTC-USD,BTC-USD
Datetime,,,,,,
2025-08-29 00:00:00+00:00,112216.7578125,112216.7578125,112609.453125,112178.25,112571.5234375,0
2025-08-29 01:00:00+00:00,111540.625,111540.625,112246.4140625,111456.0625,112237.90625,0
2025-08-29 02:00:00+00:00,111476.0625,111476.0625,111789.3203125,111393.3828125,111493.0234375,3052290048
2025-08-29 03:00:00+00:00,111766.6328125,111766.6328125,111833.53125,111374.9296875,111462.921875,119070720
2025-08-29 04:00:00+00:00,111445.75,111445.75,111843.453125,111445.75,111744.1015625,0
2025-08-29 05:00:00+00:00,111256.859375,111256.859375,111560.125,111180.7265625,111514.65625,1834229760
2025-08-29 06:00:00+00:00,111270.171875,111270.171875,111378.4140625,111000.53125,111323.203125,1415340032
2025-08-29 07:00:00+00:00,109912.609375,109912.609375,111287.2890625,109912.609375,111287.2890625,869351424
2025-08-29 08:00:00+00:00,109629.1328125,109629.1328125,110268.9921875,109623.640625,110011.09375,1393401856
2025-08-29 09:00:00+00:00,109805.1015625,109805.1015625,109911.9921875,109479.6171875,109630.3515625,1499598848
2025-08-29 10:00:00+00:00,110003.2265625,110003.2265625,110005.5234375,109789.4921875,109789.4921875,1047064576
2025-08-29 11:00:00+00:00,110073.78125,110073.78125,110138.59375,109883.4140625,110003.9765625,0
2025-08-29 12:00:00+00:00,110734.15625,110734.15625,111122.7109375,110098.5625,110098.5625,2043314176
2025-08-29 13:00:00+00:00,109151.3359375,109151.3359375,110754.40625,109033.1171875,110742.6328125,179478528
2025-08-29 14:00:00+00:00,108207.609375,108207.609375,109407.5390625,108207.609375,109092.34375,4561563648
2025-08-29 15:00:00+00:00,108451.421875,108451.421875,108684.90625,108178.3359375,108178.3359375,852131840
2025-08-29 16:00:00+00:00,108737.859375,108737.859375,108822.3046875,108183.71875,108394.265625,852312064
2025-08-29 17:00:00+00:00,108529.4375,108529.4375,108744.71875,108201.8984375,108744.71875,1013579776
2025-08-29 18:00:00+00:00,108173.1953125,108173.1953125,108487.5859375,108109.5703125,108471.8359375,75997184
2025-08-29 19:00:00+00:00,108279.3359375,108279.3359375,108716.734375,108057.3984375,108156.765625,0
2025-08-29 20:00:00+00:00,107851.8984375,107851.8984375,108257.84375,107610.3203125,108226.9609375,2984861696
2025-08-29 21:00:00+00:00,108429.515625,108429.515625,108430.15625,107577.2578125,107787.125,268648448
2025-08-29 22:00:00+00:00,108344.0859375,108344.0859375,108468.0625,108208.421875,108468.0625,1096818688
2025-08-29 23:00:00+00:00,108443.875,108443.875,108568.0859375,108384.6015625,108384.6015625,0
2025-08-30 00:00:00+00:00,108286.078125,108286.078125,108393.5703125,108177.6171875,108330.4375,0
2025-08-30 01:00:00+00:00,107690.4140625,107690.4140625,108347.0703125,107623.0859375,108276.625,0
2025-08-30 02:00:00+00:00,107876.6875,107876.6875,107959.1171875,107481.96875,107481.96875,1859297280
2025-08-30 03:00:00+00:00,108411.421875,108411.421875,108413.6953125,107783.9453125,107816.765625,752386048
2025-08-30 04:00:00+00:00,108462.3046875,108462.3046875,108643.46875,108390.046875,108406.9140625,2741182464
2025-08-30 05:00:00+00:00,108359.2734375,108359.2734375,108452.6484375,108157.109375,108450.21875,86343680
2025-08-30 06:00:00+00:00,108240.8984375,108240.8984375,108550.5859375,108207.8125,108369.03125,0
2025-08-30 07:00:00+00:00,108525.1015625,108525.1015625,108525.1015625,108129.125,108301.578125,244809728
2025-08-30 08:00:00+00:00,108594.765625,108594.765625,108735.8984375,108504.5703125,108520.9453125,0
2025-08-30 09:00:00+00:00,108531.2109375,108531.2109375,108603.8203125,108493.6953125,108593.859375,0
2025-08-30 10:00:00+00:00,108457.046875,108457.046875,108692.4921875,108432.2890625,108536.8046875,0
2025-08-30 11:00:00+00:00,108708.3046875,108708.3046875,108708.3046875,108441.1484375,108446.515625,0
2025-08-30 12:00:00+00:00,108561.0546875,108561.0546875,108636.734375,108383.5,108636.734375,0
2025-08-30 13:00:00+00:00,108498.4296875,108498.4296875,108616.9453125,108234.0703125,108596.5703125,0
2025-08-30 14:00:00+00:00,108678.6484375,108678.6484375,108716.6015625,108429.0859375,108526.3828125,0
2025-08-30 15:00:00+00:00,108863.3203125,108863.3203125,108921.6953125,108559.046875,108660.921875,0
2025-08-30 16:00:00+00:00,108816.078125,108816.078125,108866.2890625,108670.3203125,108834.3671875,0
2025-08-30 17:00:00+00:00,108767.1171875,108767.1171875,108896.359375,108658.234375,108822.6015625,0
2025-08-30 18:00:00+00:00,108730.0078125,108730.0078125,108846.6015625,108659.5546875,108776.90625,58793984
2025-08-30 19:00:00+00:00,108824.9375,108824.9375,108883.3828125,108707.4765625,108743.109375,0
2025-08-30 20:00:00+00:00,108639.3359375,108639.3359375,108849.4765625,108623.515625,108849.4765625,0
2025-08-30 21:00:00+00:00,108605.9296875,108605.9296875,108685.296875,108539.984375,108658.3984375,0
2025-08-30 22:00:00+00:00,108541.5703125,108541.5703125,108588.5546875,108488.5546875,108585.7578125,0
2025-08-30 23:00:00+00:00,108810.75,108810.75,108819.2890625,108539.5,108539.5,545320960
2025-08-31 00:00:00+00:00,109365.6953125,109365.6953125,109373.0390625,108823.390625,108823.390625,181936128
2025-08-31 01:00:00+00:00,109478.2578125,109478.2578125,109485.015625,109175.8125,109376.25,0
2025-08-31 02:00:00+00:00,109233.8359375,109233.8359375,109457.3984375,109208.8359375,109457.3984375,0
2025-08-31 03:00:00+00:00,109194.828125,109194.828125,109375.828125,109194.828125,109234.0234375,0
2025-08-31 04:00:00+00:00,108793.9375,108793.9375,109206.90625,108724.515625,109206.90625,0
2025-08-31 05:00:00+00:00,108749.2578125,108749.2578125,108809.8203125,108583.234375,108809.8203125,570896384
2025-08-31 06:00:00+00:00,108730.6640625,108730.6640625,108776.1640625,108537.7265625,108755.0625,0
2025-08-31 07:00:00+00:00,108716.578125,108716.578125,108825.6875,108685.6796875,108727.1171875,0
2025-08-31 08:00:00+00:00,109011.53125,109011.53125,109025.8671875,108710.109375,108710.109375,0
2025-08-31 09:00:00+00:00,108484.96875,108484.96875,109101.8359375,108484.96875,109019.46875,985403392
2025-08-31 10:00:00+00:00,108560.2890625,108560.2890625,108611.0859375,108371.3125,108491.1015625,881606656
2025-08-31 11:00:00+00:00,108399.5859375,108399.5859375,108596.3828125,108367.296875,108573.53125,0
2025-08-31 12:00:00+00:00,108309.609375,108309.609375,108449.4140625,108309.609375,108398.4296875,365711360
2025-08-31 13:00:00+00:00,108413.6875,108413.6875,108417.625,108198.328125,108378.109375,583958528
2025-08-31 14:00:00+00:00,108447.1171875,108447.1171875,108488.046875,108285.6796875,108451.1015625,866668544
2025-08-31 15:00:00+00:00,108792.7734375,108792.7734375,108802.875,108456.09375,108456.09375,0
2025-08-31 16:00:00+00:00,108941.890625,108941.890625,108966.1875,108594.28125,108800.4296875,1459662848
2025-08-31 17:00:00+00:00,108992.6953125,108992.6953125,108995.109375,108869.109375,108922.2578125,0
2025-08-31 18:00:00+00:00,109146.3828125,109146.3828125,109214.1875,108968.3515625,108989.984375,314433536
2025-08-31 19:00:00+00:00,108923.2578125,108923.2578125,109155.5390625,108923.2578125,109150.1640625,1211330560
2025-08-31 20:00:00+00:00,109114.9921875,109114.9921875,109115.359375,108879.96875,108914.359375,173584384
2025-08-31 21:00:00+00:00,109062.1953125,109062.1953125,109114.53125,108964.9609375,109114.53125,0
2025-08-31 22:00:00+00:00,108865.8046875,108865.8046875,109222.7109375,108775.375,109052.53125,0
2025-08-31 23:00:00+00:00,108248.1328125,108248.1328125,108879.8046875,108107.3203125,108879.8046875,694411264
2025-09-01 00:00:00+00:00,108297.6484375,108297.6484375,108358.640625,107695.9921875,108250.2578125,2111078400
2025-09-01 01:00:00+00:00,108195.7734375,108195.7734375,108384.953125,107998.7734375,108260.0546875,219394048
2025-09-01 02:00:00+00:00,107628.609375,107628.609375,108194.625,107444.34375,108167.1953125,0
2025-09-01 03:00:00+00:00,107691.9609375,107691.9609375,107738.5078125,107423.6328125,107598.8125,1168699392
2025-09-01 04:00:00+00:00,107398.1015625,107398.1015625,107740.9609375,107298.0625,107681.828125,1013510144
2025-09-01 05:00:00+00:00,107872.78125,107872.78125,107982.8828125,107285.796875,107403.703125,796512256
2025-09-01 06:00:00+00:00,108074.4453125,108074.4453125,108112.953125,107632.34375,107867.140625,0
2025-09-01 07:00:00+00:00,109362.9140625,109362.9140625,109362.9140625,108026.1484375,108069.3828125,3762995200
2025-09-01 08:00:00+00:00,109587.96875,109587.96875,109766.078125,109455.796875,109709.828125,3232522240
2025-09-01 09:00:00+00:00,109543.7890625,109543.7890625,109830.2265625,109543.7890625,109587.5625,395812864
2025-09-01 10:00:00+00:00,108530.640625,108530.640625,109515.0859375,108233.1953125,109515.0859375,0
2025-09-01 11:00:00+00:00,108799.1171875,108799.1171875,108819.6796875,108492.2890625,108536.140625,457818112
2025-09-01 12:00:00+00:00,109045.0546875,109045.0546875,109107.3515625,108667.6953125,108776.453125,1115918336
2025-09-01 13:00:00+00:00,109061.3984375,109061.3984375,109512.0859375,108977.84375,109089.6484375,0
2025-09-01 14:00:00+00:00,109207.9453125,109207.9453125,109278.7890625,108893.4296875,109038.40625,481697792
2025-09-01 15:00:00+00:00,108739.5,108739.5,109357.1796875,108632.5703125,109161.625,0
2025-09-01 16:00:00+00:00,108768.2578125,108768.2578125,109068.015625,108716.7734375,108826.9453125,421453824
2025-09-01 17:00:00+00:00,108937.65625,108937.65625,108937.65625,108515.65625,108771.5078125,790372352
