Price,Adj Close,Close,High,Low,Open,Volume
Ticker,XRP-USD,XRP-USD,XRP-USD,XRP-USD,XRP-USD,XRP-USD
Date,,,,,,
2025-08-25,2.7766408920288086,2.7766408920288086,2.9724369049072266,2.771291971206665,2.967050075531006,15534998057
2025-09-01,2.8785619735717773,2.8785619735717773,2.910407066345215,2.70644211769104,2.7766809463500977,37698879491
2025-09-08,3.032525062561035,3.032525062561035,3.1834518909454346,2.867198944091797,2.8785560131073,38291238668
2025-09-15,2.9734089374542236,2.9734089374542236,3.1373729705810547,2.958009958267212,3.032521963119507,35011213095
2025-09-22,2.8665859699249268,2.8665859699249268,2.9935901165008545,2.703968048095703,2.973418951034546,45222015536
2025-09-29,2.9706408977508545,2.9706408977508545,3.0992510318756104,2.816854953765869,2.866586923599243,40557837689
2025-10-06,2.5349578857421875,2.5349578857421875,3.046444892883301,1.5284509658813477,2.9706170558929443,61229095323
2025-10-13,2.390631914138794,2.390631914138794,2.6452128887176514,2.1971750259399414,2.5350899696350098,43717254502
2025-10-20,2.645145893096924,2.645145893096924,2.658691883087158,2.335038900375366,2.3906519412994385,29752224404
2025-10-27,2.529094934463501,2.529094934463501,2.6934471130371094,2.3902909755706787,2.645143985748291,31060154954
2025-11-03,2.367656946182251,2.367656946182251,2.5297560691833496,2.076153039932251,2.52895188331604,41443959895
2025-11-10,2.216609001159668,2.216609001159668,2.577178955078125,2.1610360145568848,2.367645025253296,37572627508
2025-11-17,2.046264886856079,2.046264886856079,2.2913529872894287,1.8348710536956787,2.216594934463501,41063810951
2025-11-24,2.16798996925354,2.16798996925354,2.278395891189575,2.026716947555542,2.0463991165161133,15198448196
